,Alpha,Beta,Nu,Rho
ARQQ,1.8849295125817953,0.45200633890366637,6.310856620136249,-0.7912222756404079
ARQT,0.3475034088443262,0.6708160469870552,13.162182730956605,-0.8303322504037443
ARR,0.26802538960622185,0.0004994356194358753,2.2190462224402023,-0.341754756354639
ARRY,0.8895151925100429,0.5729659967970158,0.20539131929441742,0.9998630301437941
ARVL,1.465732353212434,0.9999891025679358,0.0840551873979439,0.47001837766702703
ARVN,0.6741705050254085,0.0001000018212756438,0.9994235140300111,0.4594369335475422
ARW,0.2992952434043675,0.0004932537527703506,0.9173978448159161,-0.20506823264450993
ARWR,0.6920381083731607,0.00010005725942861186,0.6708449623394442,0.5137763087218123
ASA,0.9151127001050796,0.5490906427200382,4.3821728579517965,-0.9146594231029289
ASAI,0.1316535513906804,0.20384609983645666,9.422301518706448,0.8304193580807404
ASAN,1.061739721421446,0.7624573337598534,0.038692879324573576,-0.9998993356916424
ASB,0.7224178978602774,0.9065681408634421,3.7464388801992365,0.8673569173009279
ASC,0.652701082193841,0.00010006678291295909,0.6162024166255996,0.7696599981240886
ASEA,0.4957086767696782,0.023814633925225745,0.49324880646842556,0.3878636490399505
ASGN,0.36068308633633117,0.2077126598392484,1.6827908091132648,-0.26353947264668803
ASH,0.31506792465962685,0.0002868641710615162,0.05037505642334041,-0.9998968327099552
ASHR,0.2645080527684322,0.026460274982233932,0.4573616078189646,0.004273083960059354
ASHS,0.27676079999150016,0.9999999523684854,2.1120549303809453,-0.5398826890632121
ASIX,0.575849937717859,0.000619455980462576,0.779258935653378,0.581173793684193
ASLE,0.5159390219585539,0.5538512719185055,0.16764780297455126,0.7503296467016969
ASMB,2.1959347113147225,0.005113231753145489,0.8317004536019799,0.46234145369373836
ASML,0.4231547161902721,0.0014748463768381845,0.17219653894837694,0.34081568247060784
ASND,0.6363329861370072,0.03203214595837574,0.5657099501506093,0.6192778140338331
ASO,0.5916030799198567,0.00012953300733468688,0.3612091337401571,0.9214064313580959
ASPN,0.8497664358495519,0.25355335539516644,0.602558027459351,0.7424586217113907
ASPS,0.6958408544127749,0.00010429323477131267,0.9112939977353608,-0.1419539926581841
ASPY,0.28056178649949215,0.00027111267612539667,1.197663268149036,0.6428957053885004
ASR,0.29907530282399825,0.00010007841096520769,0.15435695489557008,0.5075911074746952
ASRT,1.041258922016379,0.07065022014364429,1.0003036049500955,0.38042189336328336
ASRV,0.35350004917237116,0.07581606282585969,1.176403364020336,0.5314471356061133
ASTE,0.5517796978352514,0.8003586575334751,1.5847081689136824,0.3416731347581499
ASTL,1.2505775776815748,0.21466701319704645,0.0010390148293861756,0.7965032311062342
ASTS,1.0787627786718412,0.0001000000315432346,1.016875106913475,0.6384925659119021
ASUR,0.7757113277725444,0.06509719129481185,1.1944594793376289,0.15889244337347197
ASX,0.5985989824115757,0.00043693040852203893,1.3433479833238815,0.34058459617980485
ASXC,1.2881579431016943,0.5009578293285345,0.9997269388344688,0.5002588481564335
ASYS,0.9656118365649714,0.00010000075764970445,0.620944706932579,-0.8304658400654652
ATAI,1.0562668994067568,0.28068704029736063,1.126907321162445,0.3462020002717552
ATAX,0.41668523937516444,0.04198337363624688,4.92988466106644,-0.9711546559643547
ATCO,0.3255837435793686,0.09888281518686655,0.8225968095882397,-0.6185949316793189
ATCX,0.8414797009488056,0.018835560379339804,1.1390243004828184,0.07338533474359746
ATEC,0.8302104182849899,0.9999839233607588,0.005587867861279387,-0.9971443673508228
ATEN,0.5664958026268505,0.06504520276917826,1.3891541691098477,0.024023832808121152
ATER,1.5086433324554736,0.8394136902557756,0.35491827272840704,-0.9998081412096693
ATEX,0.48970456030735127,0.29880338620863783,1.0933969350091353,0.4725184177886085
ATGE,0.4453544657603078,0.515472229703322,1.5038518796277494,-0.29063356978314825
ATHA,1.24497945885691,0.9814581719605624,0.999542374551354,0.49984354407286374
ATHM,0.5425091790245632,0.002641238508525152,0.5114415627589184,0.5559548847860816
ATI,0.4968218649841803,0.7139725658821452,0.5591281908215455,-0.5064792901276345
ATKR,0.47792969168780347,0.008876117723322688,0.48992093871803394,0.20819735910480086
ATLC,0.6620702208523903,0.999997802677771,2.695585128855061,-0.4906742124642962
ATMP,0.3160659841490863,0.8856392049329307,0.6047575595302447,0.699720955746678
ATNI,0.5344307991783035,0.0005133687684745656,0.4519024240891079,0.5513099536632206
ATNM,1.2135909005173189,0.5015663439922247,1.0000305520964037,0.4843887190329262
ATO,0.31355172196689,0.9999999989591617,1.8189715737894916,-0.8255982773769125
ATOM,1.0320732851695207,0.44107174979755326,0.563047970735862,0.6331709552502175
ATOS,1.2268517734372177,0.4873651131183854,0.8611290743603321,0.9709641083633999
ATR,0.32482506294314245,0.01270104521155246,1.4544747956965955,0.04229893060924816
ATRA,1.1272743185267997,0.5310843091951045,0.999560152765844,0.5000365253627799
ATRC,0.6108367089860894,0.00010000002195770344,1.9494401036932605,0.7890935720343709
ATRO,0.8494175939287482,0.0005362256965133176,0.793859189467451,0.4996361730852082
ATSG,0.456710711257756,0.0004997307831551667,0.3825622562357935,-0.6900333386399566
ATUS,0.7116483847460372,0.6914526779097794,0.05331707619593594,0.9998873959429508
ATVI,0.27194642878106234,0.0001605396247516772,0.4593045068197305,-0.7232183557107116
ATXS,1.1987415370135137,0.0004875738023025,0.6421174242947099,0.6903144215380886
ATY,2.0283959497144917,0.5056343422138966,0.9999551316028943,0.500198739728325
AU,0.4694599915598235,0.019251234701533664,0.9681922126915518,0.2281803716339412
AUB,0.455002235466174,0.0006077062796961537,0.7098813768062995,0.768341476985703
AUDC,0.4586936684348989,0.22086990591867894,1.9082321231569517,-0.30795358047615173
AUPH,0.9431766776476971,0.9999997810875944,0.5227846569242433,-0.06412829729991858
AUR,0.9516262783443848,0.49185097207832446,1.0003342131358197,0.8875097427970755
AUS,0.42668159076757156,0.7659910490653529,0.21726702732176828,0.516131622415856
AUTL,2.2914531764327775,0.4258401989268833,1.0001927050005166,0.5027836196854618
AUY,0.5752749380857207,0.5990117780001658,0.3387821061983932,0.4910629586623786
AVA,0.5563587295523301,0.8813509225600451,7.272403531419609,-0.8175316904231907
AVAH,1.052878528704916,0.5016028131619478,0.9996887558711463,0.500153914724519
AVAN,0.5141322368849067,0.7547348726800789,0.16666532778794246,-0.02151264874402705
AVAV,0.5155578762074262,0.004623727118890801,0.21225458609476758,0.5143805439761066
AVB,0.27386316612727796,0.006926966067327071,0.016576433877364287,-0.9998887997423982
AVD,0.5048933796032334,0.21050802232282026,0.5944719407354492,0.9946041174639301
AVDE,0.1826281598258688,0.0005077934488504295,2.529076717725518,0.09944698727711523
AVDL,1.2639409221733797,0.9485917129528453,0.04412798108299292,-0.9998999406220797
AVDV,0.24063964206821897,0.00038000557871437584,1.4634763376997044,0.5625661116647127
AVDX,1.0599241363873402,0.00010000005963288662,0.22149039761756564,-0.8926127556144883
AVEM,0.271981433967808,0.99944485685617,2.6569430104979066,-0.5125681330115772
AVEO,0.724704492897893,0.00010007803807111446,1.4266340432203042,-0.1934067113682967
AVGO,0.37405195275586567,0.999999996635099,0.7328045702934952,-0.6662709028585309
AVID,0.6435742826238949,0.0382678529813186,0.6748737060647954,0.4422385747169714
AVIR,0.8469132409620493,0.0004996908146839371,0.6288761862308574,0.5112829661290993
AVLR,0.22175151935392223,0.00010005751595057531,0.9325456540566598,0.39893731233438084
AVNS,0.589666722380507,0.00011149039106560352,0.8856364438884267,0.6324870341138942
AVNT,0.3886641604560935,0.3068312963172584,1.5381975679969446,-0.17190869057123856
AVNW,0.5079042851188122,0.2198099019054122,0.44010999796118533,-0.32497653768002754
AVO,0.5831339677844473,0.9999999700496763,1.1588435728771913,-0.9994932171756157
AVPT,0.815009434943173,0.00010007807929374694,1.2548226677443863,-0.1419306048182691
AVT,0.2769496974211695,0.49484228552712406,0.41631159953106384,0.8478772041871642
AVTR,0.37544773243858603,0.1372482068848027,0.8538438509763248,-0.024605703243247457
AVTX,2.118041419036362,0.999999998607649,0.2747388292794004,-0.3797732536435861
AVUS,0.3032646175393465,0.00010007841096520764,0.938660883920342,0.4104644677092065
AVUV,0.31770702950827834,0.9999999286202488,0.710999288755506,-0.9998998608279408
AVXL,1.3122322150039958,0.00027567586733290674,0.22897605467432258,-0.9998998616337321
AVY,0.36066208780595344,0.2010652657454421,0.03321266239425745,0.27881539571647723
AVYA,2.4304724827208,0.9999999999427721,0.2819002384903126,-0.999166768161265
AWAY,0.486623657631605,0.1446655315289598,1.8243932341464248,-0.6285898532374136
AWI,0.3195184244523154,0.07252808839189595,0.8896641446470553,-0.20863256417449402
AWK,0.2511769624048205,0.9998971575166673,0.872572065078961,-0.3005655068722006
AWR,0.28788897908818384,0.00010000174560740487,0.6004491188199803,0.39400316492068427
AWRE,1.2177111639874902,0.49836803417298714,0.886068280954209,0.999342190752069
AWYX,1.7301588169231514,0.9999999959217345,0.4544371108965099,-0.29378265717160235
AX,0.4308799767182765,0.26165849441536393,1.6087193937397988,-0.5492471116112585
AXDX,1.6595097274013688,0.5005469215572332,0.9995670851563095,0.5008698418293273
AXGN,0.7664795980470628,0.07158628255315488,1.0214642139022847,0.4290513784837171
AXL,0.6038684171194493,0.9999999999982929,1.2005266859566097,-0.514575453412493
AXLA,1.248551837957765,0.9996127594857676,1.592396756467372,0.5006571840013961
AXNX,0.5032123234407834,0.38038212095458546,0.5854723355108818,0.500084144536116
AXON,0.47549180662051604,0.0020528030750731345,0.5945593899417397,0.20015640216386632
AXP,0.35143783329215184,0.00031338619173468794,0.01832483336966675,-0.9998993356916424
AXS,0.3472756783708386,0.00010000203549445172,1.025175285400259,0.46896799758676166
AXSM,0.8764390475555928,0.6662337270161893,0.0019174946373609518,-0.9998998080025887
AXTA,0.33336703054534833,0.00010000028724055506,0.6897528202971119,0.40633973700777315
AXTI,0.685789130904267,0.0972832153020816,1.5892579075877378,0.234720048680133
AY,0.3765945233975037,0.00047180836182644537,0.04907787596243092,-0.9998999999471587
AYI,0.3980138103687169,0.058708891180813,0.03762821169192547,0.9998999336097194
AYX,0.5410464448562081,0.005576562656504157,0.3548500625397365,0.9998442373350789
AZEK,0.5902565502923296,0.852792988587805,0.14785558069618424,-0.2765804907124791
AZN,0.2913268474554267,0.0003228753027485809,0.12678444128240898,-0.9998708524792501
AZO,0.34123707011546356,0.4561568847268988,0.2853130827516922,-0.9998997985466157
AZPN,0.3831271983208545,0.04382553366161369,4.157951063612031,0.95178701165158
AZRE,0.7852653340280988,0.6187305195273266,0.9640446894203628,0.5313843617138818
AZTA,0.46952940718247516,0.07531535003139188,1.0258298536546913,0.28974652346968127
AZUL,0.7246116580225488,0.2981377682611384,0.5221955227205665,0.7975570271650495
AZZ,0.3411117362657582,0.0001025908954650945,0.50964467081732,0.5324379979846482
B,0.5330249161638436,0.0004997307838363538,0.16826502074911096,-0.7870432677401923
BA,0.43494507691323503,0.9999747519127178,0.8664648619570984,-0.5338644830776396
BAB,0.34251483549658673,0.00010000001242821622,1.1049992744613977,0.8137200205989384
BABA,0.5587584797790854,0.0689380804680941,0.49634982091613133,0.9998620713080494
BAC,0.3263852537489071,0.9999999999995549,0.9392042751599887,-0.5580142576762263
BAD,0.40882400537365915,0.87021540898499,0.476128542026367,0.6636438053050058
BAH,0.29648981273150066,0.0005298399414349762,0.11277553685775976,-0.9998284099538988
BAL,0.43146098307753067,0.0004759229034393619,0.8323100541791746,0.4253469330154174
BALL,0.333926144957043,0.00010007875411353015,0.5641908958852143,-0.053598383929878576
BALY,0.6559042148411842,0.4364694147368918,0.002025664508967708,0.9930198612082614
BAM,0.29396569469782613,0.009349716881618989,1.2389072828284542,-0.2758971783073077
BAMR,0.43217620381160693,0.002169816069312399,0.5439110544301795,-0.8356672139176419
BANC,0.7567820985265606,0.03549576997891657,7.298033486925601,0.867844314177635
BAND,0.890827714152003,0.47973466324281916,0.23415138961908097,0.9998999827599077
BANF,0.30251172828992057,0.45331168239924574,0.27703942926222946,0.5675804444262251
BANR,0.5026311681188174,0.279416441831343,1.2031502914891694,-0.3658300547106456
BANX,0.5349208738525967,0.18353174784765222,2.4169556997057686,-0.8196165053919188
BAP,0.3551004306162093,0.01387230571634634,0.5939673758671722,0.09707587611707097
BARK,0.9692395931933819,0.0005309443661337979,1.5304810730737324,0.9998999643329776
BASE,1.0140829526265907,0.565740644291386,0.0021751994740963777,-0.9998999996870344
BATRA,0.36502659680948785,0.021912341819888402,0.9726789745981199,0.5015994559025021
BATRK,0.48795388589895994,0.03898775658660285,0.15434650922426899,0.9629829759521116
BATT,0.3260047807064749,0.310776631542062,0.9547625502695162,-0.30395348942240613
BAX,0.25792581904133566,0.00010024510594382137,0.7660761201887322,0.010049020261074567
BB,0.8142900231230965,0.9999422953227007,0.5376021677904764,0.09081918465238925
BBAI,0.3771904307595118,0.5520838975657701,0.4340118232908791,0.733524263408422
BBAR,1.4944677513907831,0.26936861796371037,0.7390283049047752,-0.9998432229649414
BBAX,0.2508699168640024,0.00016341762449887542,1.2246829203297345,0.5264569949115403
BBBY,2.240595815344519,0.9999999506511683,0.4283338365599952,-0.999340380082669
BBC,0.5574078662277709,0.00010000751103256336,1.0460208374397753,0.38353571010270415
BBCA,0.310359269335269,0.04144208785127584,0.055718367596589574,-0.9998999999553315
BBCP,0.6885455288446002,0.0006648009143233856,0.3830244512322346,-0.8286699240300157
BBD,0.5641071773488913,0.0005301103089014007,0.09622185292042235,0.4971921017175292
BBDC,0.251530725031964,0.12192554540534604,4.282008550934166,-0.8561461631571365
BBEU,0.2879686152314296,0.00010000553409101877,0.3649288732661229,-0.9695314565404981
BBH,0.28578050597550264,0.055737576175194,0.7021537735467923,-0.9998999529839573
BBIG,2.316198420499471,0.9997289144987783,0.4591554856701267,-0.9998999999570309
BBIN,0.2909489131190016,0.00011502366558838034,1.0647988743444026,0.5496988676287704
BBIO,1.143698065114824,0.245478586435262,0.6498791083968666,0.7537177503608601
BBJP,0.29523803677272703,0.26959709365700735,0.7485221369206255,0.7836843330558702
BBP,0.3275976889790837,0.40610145343810733,0.339615972276023,0.47730773015336414
BBSI,0.3939234550963481,0.05519312138272785,1.7695460995181926,-0.07978101203608669
BBU,0.4208998176775912,0.9940245811416842,2.3373759201529682,0.7146867096562698
BBVA,0.548542314330726,0.00010103157748803839,2.0054470752135414,-0.6510753980876538
BBW,0.654081559267814,0.3479730079558098,0.2794326194420018,0.9998963282149811
BBWI,0.6042488422008642,0.000659591279309215,0.03045625541121228,-0.9750422569267536
BBY,0.5499684266810259,0.045727456550440485,0.05801520734969832,-0.016026775361012387
BC,0.38794083840277,0.15698263027506545,1.4404344708653185,-0.2598150476217005
BCAB,1.8960937712609187,0.9999999996669185,0.15066087968910835,-0.9998453825980372
BCBP,0.6260214945242004,0.5199422688206157,3.6089199806161583,0.5565218265481806
BCC,0.45948902351745013,0.0005448985223005242,0.9776528483069589,-0.18903840773382358
BCD,0.29798561260650264,0.03365185414810238,0.6979697506225581,0.45452639226916175
BCDA,1.0042840232448549,0.4270967922921937,1.0013861236124448,0.4982509732291807
BCE,0.19326273396381943,0.0004220009826933441,0.7820638438480289,-0.4912455898102161
BCEL,1.4480423975915877,0.5730268736285807,0.9994680390995871,0.533970030176212
BCI,0.4368280718891643,0.002982584144855315,0.5895187635666772,0.47579926540626627
BCLI,1.1182260986718682,0.000529869061497601,1.1518946770585292,-0.03623239130749107
BCM,0.3220879981821465,0.8643611104348919,1.255655994432696,0.55873046300003
BCO,0.3352699899172814,0.9999999999168417,1.3562439664284525,-0.4295983294706119
BCOR,0.5185661948633165,0.26149177789441846,6.350547626906501,0.8551479652964236
BCOV,0.6144170038290523,0.00013238271111025527,0.9996959290602054,0.5046888530379418
BCPC,0.30831006474124356,0.00014257022066337926,0.5792199786650921,-0.43481784952801994
BCRX,0.7421782896999755,0.7426231026150272,0.0001000283166867331,0.907940861223649
BCS,0.3996351128851731,0.009689248738113183,0.8772349172823327,-0.18283057884336448
BCSF,0.26557306894368143,0.0004997307875160815,1.8049159953150917,-0.3797819971822806
BCTX,0.9882792599454914,0.23567545351502872,1.0149655253799779,0.5035149965905279
BCYC,0.7374448889622007,0.5006507956433751,0.7511956173479177,0.4939137265360339
BDC,0.41215598732931674,0.00010004360309747069,0.9934391853645772,0.4846293086811912
BDN,0.889478619044068,0.1903667718203407,0.9987880395122611,0.2826676503512135
BDRY,1.4560848281840295,0.9895933674259259,0.8939685751329428,-0.9998999942274636
BDSX,1.846033717178351,0.49968346868135444,0.9996985787027787,0.4991304096085003
